
-5.19741e+01   -4.95838e+01   -4.71414e+01   -4.46575e+01   
-4.21400e+01   -3.95949e+01   -3.70272e+01   -3.44406e+01   
-3.18381e+01   -2.92224e+01   -2.65954e+01   -2.39589e+01   
-2.13145e+01   -1.86634e+01   -1.60068e+01   -1.33455e+01   
-1.06807e+01   -8.01291e+00   -5.34308e+00   -2.67188e+00   
0.00000e+00   2.67188e+00   5.34308e+00   8.01291e+00   
1.06807e+01   1.33455e+01   1.60068e+01   1.86634e+01   
2.13145e+01   2.39589e+01   2.65954e+01   2.92224e+01   
3.18381e+01   3.44406e+01   3.70272e+01   3.95949e+01   
4.21400e+01   4.46575e+01   4.71414e+01   4.95838e+01   
5.19741e+01   5.42979e+01   5.65353e+01   5.86578e+01   
6.06228e+01   6.23640e+01   6.37729e+01   6.46581e+01   
6.46513e+01   6.29494e+01   5.74792e+01   4.17067e+01   

9.51229e-01   8.60708e-01   7.78801e-01   7.04688e-01   
6.37628e-01   5.76950e-01   5.22046e-01   4.72367e-01   
4.27415e-01   3.86741e-01   3.49938e-01   3.16637e-01   
2.86505e-01   2.59240e-01   2.34570e-01   2.12248e-01   
1.92050e-01   1.73774e-01   1.57237e-01   1.42274e-01   
1.28735e-01   1.16484e-01   1.05399e-01   9.53692e-02   
8.62936e-02   7.80817e-02   7.06512e-02   6.39279e-02   
5.78443e-02   5.23397e-02   4.73589e-02   4.28521e-02   
3.87742e-02   3.50844e-02   3.17456e-02   2.87246e-02   
2.59911e-02   2.35177e-02   2.12797e-02   1.92547e-02   
1.74224e-02   1.57644e-02   1.42642e-02   1.29068e-02   
1.16786e-02   1.05672e-02   9.56160e-03   8.65170e-03   
7.82838e-03   7.08341e-03   6.40933e-03   5.79940e-03   
5.24752e-03   4.74815e-03   4.29630e-03   3.88746e-03   
3.51752e-03   3.18278e-03   2.87990e-03   2.60584e-03   
2.35786e-03   2.13348e-03   1.93045e-03   1.74675e-03   


